Agro-Ecological Zone Compatibility,Pest disease vulnerability,Water irrigation reliability,Post Harvest Storage,Market Access,Planting/Sowing Time,Farmer experience,Cooperative Membership,Input Access and Affordability,AEZ_Score,Pest_Score,Water_Score,Storage_Score,Market_Score,Planting_Score,Experience_Score,Coop_Score,Input_Score,Risk Factor,Crop Type,Farmer ID,Farm Location,Price,Gender,Farm size,Previous Yield Output (Kgs),Persons with disability,Age
High,Low,Moderate,Yes,Yes,High,5-9 years,Yes,No,0.0,0.0,0.5,0,0,0,0.0,0,1,0.09,Maize,FARM_0652,Kisii,55.61,Male,21.97,27810,Yes,51
Low,Moderate,Moderate,No,Yes,High,5-9 years,Yes,Yes,1.0,0.5,0.5,1,0,0,0.0,0,0,0.465,Beans,FARM_0653,Embu,137.27,Female,68.7,61760,No,24
Moderate,Moderate,Moderate,No,Yes,Low,>9 years,Yes,No,0.5,0.5,0.5,1,0,1,0.0,0,1,0.495,Maize,FARM_0654,Garissa,55.61,Female,8.06,14713,No,61
High,Moderate,High,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.0,0,0,0,0.0,0,0,0.085,Beans,FARM_0655,Kwale,137.27,Female,97.77,217818,No,54
High,Low,Moderate,Yes,Yes,High,>9 years,No,Yes,0.0,0.0,0.5,0,0,0,0.0,1,0,0.12,Beans,FARM_0656,Uasin Gishu,137.27,Male,11.48,11605,No,49
High,Moderate,High,Yes,Yes,High,1-4 years,Yes,Yes,0.0,0.5,0.0,0,0,0,0.5,0,0,0.125,Maize,FARM_0657,Kirinyaga,55.61,Male,21.17,62258,No,89
High,Moderate,High,Yes,Yes,Low,5-9 years,No,No,0.0,0.5,0.0,0,0,1,0.0,1,1,0.255,Beans,FARM_0658,Nyamira,137.27,Male,18.85,51176,No,75
Low,High,Moderate,Yes,Yes,High,1-4 years,No,Yes,1.0,1.0,0.5,0,0,0,0.5,1,0,0.51,Beans,FARM_0659,Isiolo,137.27,Female,67.52,127497,No,88
Low,Low,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,1.0,0.0,0.5,0,0,0,0.5,0,0,0.29,Maize,FARM_0660,Narok,55.61,Male,16.61,14027,No,81
Low,High,High,Yes,No,High,>9 years,Yes,Yes,1.0,1.0,0.0,0,1,0,0.0,0,0,0.48,Beans,FARM_0661,Nairobi,137.27,Male,28.37,46529,No,58
High,Moderate,High,Yes,Yes,Low,5-9 years,No,Yes,0.0,0.5,0.0,0,0,1,0.0,1,0,0.235,Maize,FARM_0662,Nyandarua,55.61,Female,86.56,179479,No,85
High,High,Low,No,No,Low,5-9 years,Yes,No,0.0,1.0,1.0,1,1,1,0.0,0,1,0.6900000000000001,Maize,FARM_0663,Kakamega,55.61,Male,10.03,26171,No,84
High,Moderate,High,Yes,Yes,High,1-4 years,No,Yes,0.0,0.5,0.0,0,0,0,0.5,1,0,0.175,Maize,FARM_0664,Migori,55.61,Male,91.35,186459,No,85
High,High,Moderate,No,Yes,High,5-9 years,No,Yes,0.0,1.0,0.5,1,0,0,0.0,1,0,0.42,Beans,FARM_0665,Vihiga,137.27,Male,16.25,32003,No,69
High,High,Moderate,Yes,Yes,High,>9 years,Yes,No,0.0,1.0,0.5,0,0,0,0.0,0,1,0.26,Beans,FARM_0666,Wajir,137.27,Male,25.56,41280,No,79
High,Moderate,High,Yes,No,Low,>9 years,Yes,Yes,0.0,0.5,0.0,0,1,1,0.0,0,0,0.315,Beans,FARM_0667,Kwale,137.27,Male,6.92,11303,No,27
Low,Moderate,High,Yes,Yes,High,>9 years,Yes,Yes,1.0,0.5,0.0,0,0,0,0.0,0,0,0.265,Maize,FARM_0668,Kilifi,55.61,Male,18.36,47593,No,88
High,Moderate,High,Yes,Yes,High,<1 year,No,No,0.0,0.5,0.0,0,0,0,0.5,1,1,0.1949999999999999,Maize,FARM_0669,Tana River,55.61,Male,22.52,40027,No,66
High,Moderate,Moderate,Yes,No,Low,>9 years,Yes,Yes,0.0,0.5,0.5,0,1,1,0.0,0,0,0.385,Maize,FARM_0670,West Pokot,55.61,Male,84.35,144539,No,35
High,Moderate,High,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.5,0.0,0,0,0,0.0,0,0,0.085,Maize,FARM_0671,Trans-Nzoia,55.61,Male,22.39,30581,No,20
Low,Moderate,High,No,Yes,High,>9 years,No,Yes,1.0,0.5,0.0,1,0,0,0.0,1,0,0.445,Maize,FARM_0672,Mombasa,55.61,Male,4.15,4725,No,61
High,Moderate,Moderate,No,Yes,Low,>9 years,Yes,Yes,0.0,0.5,0.5,1,0,1,0.0,0,0,0.385,Beans,FARM_0673,Embu,137.27,Male,75.41,107376,No,37
Low,Moderate,Moderate,Yes,Yes,Low,5-9 years,Yes,Yes,1.0,0.5,0.5,0,0,1,0.0,0,0,0.435,Maize,FARM_0674,Vihiga,55.61,Female,24.12,60028,No,50
High,High,Moderate,Yes,No,High,>9 years,Yes,Yes,0.0,1.0,0.5,0,1,0,0.0,0,0,0.37,Beans,FARM_0675,Nandi,137.27,Female,93.14,149612,Yes,26
High,Moderate,Moderate,No,Yes,High,5-9 years,Yes,Yes,0.0,0.5,0.5,1,0,0,0.0,0,0,0.285,Beans,FARM_0676,Nyandarua,137.27,Female,68.09,134668,No,81
Moderate,Moderate,High,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.5,0.0,0,0,0,0.0,0,0,0.175,Maize,FARM_0677,Bomet,55.61,Male,24.08,37957,No,46
Moderate,Moderate,Low,No,Yes,Low,>9 years,Yes,Yes,0.5,0.5,1.0,1,0,1,0.0,0,0,0.545,Beans,FARM_0678,Kajiado,137.27,Male,24.08,26007,No,68
High,Low,Low,Yes,Yes,Low,1-4 years,No,Yes,0.0,0.0,1.0,0,0,1,0.5,1,0,0.33,Maize,FARM_0679,Wajir,55.61,Male,8.0,6568,No,83
High,Moderate,High,Yes,Yes,High,>9 years,No,No,0.0,0.5,0.0,0,0,0,0.0,1,1,0.155,Beans,FARM_0680,Nandi,137.27,Male,27.46,41723,No,58
Moderate,Low,High,Yes,Yes,High,5-9 years,No,No,0.5,0.0,0.0,0,0,0,0.0,1,1,0.16,Maize,FARM_0681,Nandi,55.61,Female,22.97,51092,No,48
Low,Moderate,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,1.0,0.5,0.5,0,0,0,0.0,0,0,0.335,Beans,FARM_0682,Kericho,137.27,Male,13.49,20079,No,66
High,High,High,Yes,No,High,1-4 years,No,Yes,0.0,1.0,0.0,0,1,0,0.5,1,0,0.39,Beans,FARM_0683,Bungoma,137.27,Female,9.86,16732,Yes,18
Moderate,High,High,Yes,No,Low,1-4 years,Yes,Yes,0.5,1.0,0.0,0,1,1,0.5,0,0,0.53,Maize,FARM_0684,Mandera,55.61,Male,10.4,16675,No,70
High,Moderate,Moderate,Yes,Yes,High,>9 years,No,No,0.0,0.5,0.5,0,0,0,0.0,1,1,0.225,Maize,FARM_0685,Isiolo,55.61,Male,75.3,93018,No,54
High,Low,Moderate,Yes,Yes,High,5-9 years,No,Yes,0.0,0.0,0.5,0,0,0,0.0,1,0,0.12,Maize,FARM_0686,Bomet,55.61,Male,65.93,143995,No,87
Moderate,High,High,Yes,Yes,High,1-4 years,No,Yes,0.5,1.0,0.0,0,0,0,0.5,1,0,0.35,Beans,FARM_0687,Meru,137.27,Male,74.35,88248,No,73
High,Low,High,Yes,Yes,High,>9 years,No,Yes,0.0,0.0,0.0,0,0,0,0.0,1,0,0.05,Beans,FARM_0688,Bungoma,137.27,Male,75.4,185939,No,37
High,Low,High,No,No,High,>9 years,Yes,Yes,0.0,0.0,0.0,1,1,0,0.0,0,0,0.26,Maize,FARM_0689,Nyeri,55.61,Male,27.24,37978,Yes,86
Moderate,Low,High,No,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.0,1,0,0,0.0,0,0,0.22,Beans,FARM_0690,Bomet,137.27,Female,20.34,32862,No,46
Moderate,Low,High,No,No,High,5-9 years,No,Yes,0.5,0.0,0.0,1,1,0,0.0,1,0,0.3999999999999999,Maize,FARM_0691,Narok,55.61,Female,9.06,6572,No,48
Low,Moderate,High,Yes,Yes,High,5-9 years,Yes,Yes,1.0,0.5,0.0,0,0,0,0.0,0,0,0.265,Maize,FARM_0692,Garissa,55.61,Male,4.67,8563,No,25
Moderate,High,Moderate,Yes,No,High,5-9 years,Yes,No,0.5,1.0,0.5,0,1,0,0.0,0,1,0.48,Maize,FARM_0693,Marsabit,55.61,Male,77.61,133153,No,69
High,Low,High,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,Maize,FARM_0694,Kitui,55.61,Female,69.49,120612,No,71
High,Moderate,Low,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.5,1.0,0,0,0,0.0,0,0,0.225,Beans,FARM_0695,Mandera,137.27,Female,73.33,199907,No,78
Moderate,Moderate,High,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.5,0.0,0,0,0,0.0,0,0,0.175,Beans,FARM_0696,Kisumu,137.27,Female,9.12,18361,No,51
High,Moderate,Low,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.5,1.0,0,0,0,0.0,0,0,0.225,Beans,FARM_0697,Isiolo,137.27,Male,9.29,14713,No,37
Low,Moderate,Moderate,Yes,Yes,Low,1-4 years,Yes,Yes,1.0,0.5,0.5,0,0,1,0.5,0,0,0.475,Maize,FARM_0698,Siaya,55.61,Female,8.78,21434,No,46
Low,Low,Low,No,Yes,High,1-4 years,No,No,1.0,0.0,1.0,1,0,0,0.5,1,1,0.56,Beans,FARM_0699,Makueni,137.27,Male,29.78,33517,No,51
High,High,Moderate,Yes,Yes,Low,>9 years,No,Yes,0.0,1.0,0.5,0,0,1,0.0,1,0,0.39,Maize,FARM_0700,Busia,55.61,Male,68.78,154329,No,90
High,High,High,Yes,Yes,High,1-4 years,Yes,Yes,0.0,1.0,0.0,0,0,0,0.5,0,0,0.21,Beans,FARM_0701,Kwale,137.27,Male,90.04,132585,No,51
Low,High,Low,Yes,Yes,High,5-9 years,No,Yes,1.0,1.0,1.0,0,0,0,0.0,1,0,0.54,Beans,FARM_0702,Mombasa,137.27,Female,14.25,11078,No,78
High,Moderate,Low,Yes,No,High,1-4 years,Yes,Yes,0.0,0.5,1.0,0,1,0,0.5,0,0,0.395,Maize,FARM_0703,Laikipia,55.61,Female,26.76,33273,No,38
Moderate,Low,Low,No,No,Low,>9 years,Yes,Yes,0.5,0.0,1.0,1,1,1,0.0,0,0,0.59,Maize,FARM_0704,Turkana,55.61,Male,81.24,80167,No,27
Low,High,Moderate,Yes,Yes,High,<1 year,Yes,Yes,1.0,1.0,0.5,0,0,0,0.5,0,0,0.4599999999999999,Beans,FARM_0705,Baringo,137.27,Male,2.94,3347,No,71
High,High,High,Yes,Yes,Low,5-9 years,Yes,Yes,0.0,1.0,0.0,0,0,1,0.0,0,0,0.27,Maize,FARM_0706,Vihiga,55.61,Male,6.85,6029,No,49
Moderate,Moderate,Moderate,Yes,Yes,Low,1-4 years,Yes,Yes,0.5,0.5,0.5,0,0,1,0.5,0,0,0.3849999999999999,Beans,FARM_0707,Tana River,137.27,Female,16.12,42212,No,90
High,Moderate,High,Yes,No,High,1-4 years,No,Yes,0.0,0.5,0.0,0,1,0,0.5,1,0,0.305,Beans,FARM_0708,Kitui,137.27,Male,34.46,76821,No,76
High,Moderate,High,No,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.0,1,0,0,0.0,0,0,0.215,Maize,FARM_0709,Kitui,55.61,Male,12.77,28009,No,69
Low,Moderate,Moderate,Yes,Yes,High,5-9 years,No,Yes,1.0,0.5,0.5,0,0,0,0.0,1,0,0.385,Beans,FARM_0710,Homa Bay,137.27,Female,79.57,191131,No,25
Moderate,High,Moderate,Yes,No,High,>9 years,Yes,Yes,0.5,1.0,0.5,0,1,0,0.0,0,0,0.46,Beans,FARM_0711,Machakos,137.27,Male,8.16,17870,No,51
Moderate,High,High,Yes,Yes,Low,>9 years,Yes,Yes,0.5,1.0,0.0,0,0,1,0.0,0,0,0.36,Maize,FARM_0712,Siaya,55.61,Female,23.84,67772,No,24
High,High,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,0.0,1.0,0.5,0,0,0,0.0,0,0,0.24,Maize,FARM_0713,Wajir,55.61,Male,7.86,12460,No,46
High,Moderate,Low,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,1.0,0,0,0,0.0,1,0,0.275,Maize,FARM_0714,Nyeri,55.61,Male,84.55,69514,No,39
Low,High,High,No,Yes,Low,>9 years,No,Yes,1.0,1.0,0.0,1,0,1,0.0,1,0,0.63,Maize,FARM_0715,Kisumu,55.61,Male,6.33,13790,Yes,79
High,High,Low,Yes,No,Low,>9 years,No,Yes,0.0,1.0,1.0,0,1,1,0.0,1,0,0.5900000000000001,Maize,FARM_0716,Kilifi,55.61,Female,23.21,43245,No,19
High,Moderate,Moderate,Yes,Yes,High,<1 year,No,No,0.0,0.5,0.5,0,0,0,0.5,1,1,0.265,Beans,FARM_0717,Bomet,137.27,Male,18.47,36432,No,19
High,Moderate,High,No,Yes,High,5-9 years,No,Yes,0.0,0.5,0.0,1,0,0,0.0,1,0,0.265,Beans,FARM_0718,Homa Bay,137.27,Male,9.55,27996,No,87
Moderate,High,High,Yes,Yes,Low,>9 years,Yes,No,0.5,1.0,0.0,0,0,1,0.0,0,1,0.38,Beans,FARM_0719,Kisumu,137.27,Female,11.9,21424,No,83
High,Low,Low,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,1.0,0,0,0,0.0,0,0,0.14,Maize,FARM_0720,Uasin Gishu,55.61,Male,65.64,164435,Yes,79
High,Moderate,High,Yes,No,Low,>9 years,No,Yes,0.0,0.5,0.0,0,1,1,0.0,1,0,0.365,Beans,FARM_0721,Samburu,137.27,Male,62.17,169304,Yes,58
High,Low,High,Yes,Yes,Low,>9 years,No,Yes,0.0,0.0,0.0,0,0,1,0.0,1,0,0.15,Maize,FARM_0722,Mandera,55.61,Female,27.85,61993,No,64
Moderate,Low,Moderate,Yes,Yes,High,5-9 years,No,No,0.5,0.0,0.5,0,0,0,0.0,1,1,0.23,Maize,FARM_0723,Busia,55.61,Male,8.29,22260,No,18
Moderate,Moderate,High,Yes,No,Low,>9 years,No,Yes,0.5,0.5,0.0,0,1,1,0.0,1,0,0.455,Maize,FARM_0724,Garissa,55.61,Male,68.73,57744,No,66
Low,Low,Low,Yes,Yes,High,1-4 years,Yes,Yes,1.0,0.0,1.0,0,0,0,0.5,0,0,0.36,Beans,FARM_0725,Homa Bay,137.27,Female,32.17,47449,No,34
High,Moderate,Moderate,Yes,Yes,High,<1 year,Yes,Yes,0.0,0.5,0.5,0,0,0,0.5,0,0,0.195,Maize,FARM_0726,Taita Taveta,55.61,Male,89.79,154825,No,25
Moderate,Moderate,Low,Yes,No,Low,>9 years,Yes,No,0.5,0.5,1.0,0,1,1,0.0,0,1,0.5650000000000001,Maize,FARM_0727,Baringo,55.61,Male,26.47,72774,Yes,38
Low,High,Moderate,Yes,Yes,High,>9 years,Yes,Yes,1.0,1.0,0.5,0,0,0,0.0,0,0,0.42,Maize,FARM_0728,Mombasa,55.61,Male,8.22,10318,No,33
Moderate,Low,Low,Yes,Yes,High,1-4 years,Yes,Yes,0.5,0.0,1.0,0,0,0,0.5,0,0,0.27,Beans,FARM_0729,Nyeri,137.27,Male,18.66,30281,No,47
Low,High,Moderate,No,Yes,High,1-4 years,Yes,Yes,1.0,1.0,0.5,1,0,0,0.5,0,0,0.5900000000000001,Beans,FARM_0730,Kericho,137.27,Male,24.63,45137,No,21
Moderate,Low,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.5,0.0,0.5,0,0,1,0.0,0,0,0.26,Maize,FARM_0731,Kisii,55.61,Male,10.59,14855,No,87
Moderate,High,Moderate,Yes,Yes,High,<1 year,No,Yes,0.5,1.0,0.5,0,0,0,0.5,1,0,0.42,Beans,FARM_0732,Migori,137.27,Male,8.18,6837,No,62
High,Low,Moderate,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,0.0,0.5,0,0,1,0.5,0,0,0.21,Beans,FARM_0733,Nairobi,137.27,Male,5.43,10065,No,22
High,High,High,Yes,No,High,<1 year,Yes,Yes,0.0,1.0,0.0,0,1,0,0.5,0,0,0.34,Maize,FARM_0734,Nandi,55.61,Male,4.87,5974,No,56
High,Low,Moderate,Yes,Yes,High,>9 years,No,Yes,0.0,0.0,0.5,0,0,0,0.0,1,0,0.12,Beans,FARM_0735,Taita Taveta,137.27,Male,33.23,68657,No,58
High,High,High,Yes,Yes,High,1-4 years,Yes,Yes,0.0,1.0,0.0,0,0,0,0.5,0,0,0.21,Beans,FARM_0736,Nairobi,137.27,Male,71.3,144466,No,62
High,Moderate,Low,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,0.5,1.0,0,0,1,0.5,0,0,0.365,Beans,FARM_0737,Laikipia,137.27,Female,14.3,25912,No,38
Low,Moderate,High,No,Yes,Low,<1 year,Yes,Yes,1.0,0.5,0.0,1,0,1,0.5,0,0,0.535,Beans,FARM_0738,Kisumu,137.27,Male,95.39,250000,No,52
High,Moderate,High,Yes,Yes,High,>9 years,No,No,0.0,0.5,0.0,0,0,0,0.0,1,1,0.155,Beans,FARM_0739,Murang'a,137.27,Male,69.15,58786,No,73
High,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.5,0,0,0,0.0,0,0,0.155,Beans,FARM_0740,Embu,137.27,Male,70.72,110882,No,54
Low,Low,Low,No,No,Low,1-4 years,No,Yes,1.0,0.0,1.0,1,1,1,0.5,1,0,0.7700000000000001,Maize,FARM_0741,Laikipia,55.61,Female,25.69,32996,No,32
Moderate,High,Moderate,Yes,Yes,High,<1 year,Yes,Yes,0.5,1.0,0.5,0,0,0,0.5,0,0,0.37,Maize,FARM_0742,Murang'a,55.61,Male,10.51,23215,No,40
High,Moderate,Low,Yes,Yes,High,1-4 years,Yes,No,0.0,0.5,1.0,0,0,0,0.5,0,1,0.285,Maize,FARM_0743,Kitui,55.61,Male,10.14,16693,No,19
High,High,High,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,1.0,0.0,0,0,1,0.5,0,0,0.31,Maize,FARM_0744,Lamu,55.61,Male,67.6,81145,No,62
High,High,High,Yes,Yes,Low,>9 years,Yes,Yes,0.0,1.0,0.0,0,0,1,0.0,0,0,0.27,Beans,FARM_0745,Kisumu,137.27,Female,23.18,47747,No,73
High,High,Low,No,Yes,High,>9 years,Yes,Yes,0.0,1.0,1.0,1,0,0,0.0,0,0,0.44,Beans,FARM_0746,Migori,137.27,Male,8.32,7795,No,25
Low,Low,Moderate,No,Yes,High,5-9 years,No,Yes,1.0,0.0,0.5,1,0,0,0.0,1,0,0.43,Maize,FARM_0747,Kisii,55.61,Male,66.62,127519,No,60
High,High,High,Yes,Yes,Low,>9 years,No,Yes,0.0,1.0,0.0,0,0,1,0.0,1,0,0.32,Maize,FARM_0748,Nakuru,55.61,Female,17.4,34620,No,68
Moderate,Low,High,Yes,Yes,Low,5-9 years,Yes,Yes,0.5,0.0,0.0,0,0,1,0.0,0,0,0.19,Maize,FARM_0749,Mombasa,55.61,Male,31.53,74192,No,56
Moderate,High,Moderate,Yes,Yes,High,<1 year,No,Yes,0.5,1.0,0.5,0,0,0,0.5,1,0,0.42,Beans,FARM_0750,Kirinyaga,137.27,Male,66.08,91041,No,79
High,Moderate,High,No,No,Low,1-4 years,Yes,Yes,0.0,0.5,0.0,1,1,1,0.5,0,0,0.485,Maize,FARM_0751,Bomet,55.61,Male,96.57,108575,No,20
Low,Low,Moderate,Yes,No,Low,5-9 years,Yes,Yes,1.0,0.0,0.5,0,1,1,0.0,0,0,0.48,Maize,FARM_0752,Nyamira,55.61,Male,71.8,47935,No,63
Moderate,High,High,Yes,Yes,High,>9 years,Yes,Yes,0.5,1.0,0.0,0,0,0,0.0,0,0,0.26,Beans,FARM_0753,Samburu,137.27,Male,79.48,132283,No,82
High,Moderate,High,No,No,High,>9 years,No,Yes,0.0,0.5,0.0,1,1,0,0.0,1,0,0.395,Maize,FARM_0754,Wajir,55.61,Male,10.58,14187,No,58
Moderate,High,Moderate,Yes,No,High,>9 years,Yes,Yes,0.5,1.0,0.5,0,1,0,0.0,0,0,0.46,Maize,FARM_0755,Nyamira,55.61,Male,23.54,35258,Yes,72
Moderate,Low,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.5,0.0,0.5,0,0,1,0.0,0,0,0.26,Beans,FARM_0756,Nyamira,137.27,Male,6.0,13375,No,47
Low,Moderate,High,Yes,No,High,>9 years,No,No,1.0,0.5,0.0,0,1,0,0.0,1,1,0.465,Beans,FARM_0757,Kisii,137.27,Male,6.96,15385,Yes,22
Moderate,High,High,Yes,Yes,High,<1 year,Yes,Yes,0.5,1.0,0.0,0,0,0,0.5,0,0,0.3,Maize,FARM_0758,Marsabit,55.61,Male,72.76,96574,No,82
Moderate,Moderate,High,Yes,No,Low,<1 year,Yes,Yes,0.5,0.5,0.0,0,1,1,0.5,0,0,0.445,Beans,FARM_0759,Nairobi,137.27,Male,9.44,11735,No,38
Moderate,High,Low,No,No,Low,1-4 years,Yes,Yes,0.5,1.0,1.0,1,1,1,0.5,0,0,0.8,Beans,FARM_0760,Taita Taveta,137.27,Male,72.61,101677,No,31
High,High,High,Yes,No,Low,>9 years,Yes,Yes,0.0,1.0,0.0,0,1,1,0.0,0,0,0.4,Maize,FARM_0761,Kilifi,55.61,Male,24.26,70131,No,62
High,Moderate,Moderate,Yes,No,High,>9 years,Yes,Yes,0.0,0.5,0.5,0,1,0,0.0,0,0,0.285,Beans,FARM_0762,Tharaka Nithi,137.27,Male,26.13,48053,No,77
High,High,Moderate,No,Yes,Low,>9 years,Yes,Yes,0.0,1.0,0.5,1,0,1,0.0,0,0,0.47,Beans,FARM_0763,Embu,137.27,Male,11.0,21540,No,75
High,Moderate,High,Yes,Yes,High,<1 year,Yes,Yes,0.0,0.5,0.0,0,0,0,0.5,0,0,0.125,Maize,FARM_0764,Nairobi,55.61,Male,14.29,32102,No,51
Moderate,Low,Moderate,Yes,No,High,1-4 years,Yes,Yes,0.5,0.0,0.5,0,1,0,0.5,0,0,0.33,Maize,FARM_0765,Kilifi,55.61,Male,12.01,24673,Yes,53
Moderate,Moderate,Moderate,Yes,No,Low,1-4 years,Yes,Yes,0.5,0.5,0.5,0,1,1,0.5,0,0,0.515,Maize,FARM_0766,Meru,55.61,Female,24.37,59242,No,82
Low,High,High,No,Yes,High,5-9 years,Yes,Yes,1.0,1.0,0.0,1,0,0,0.0,0,0,0.48,Beans,FARM_0767,Tharaka Nithi,137.27,Female,9.81,10852,No,41
High,Moderate,Low,Yes,Yes,High,5-9 years,No,No,0.0,0.5,1.0,0,0,0,0.0,1,1,0.295,Beans,FARM_0768,Isiolo,137.27,Male,17.72,48199,No,44
Moderate,Moderate,High,Yes,Yes,High,5-9 years,No,Yes,0.5,0.5,0.0,0,0,0,0.0,1,0,0.2249999999999999,Maize,FARM_0769,Nyamira,55.61,Male,6.66,12434,No,20
High,Low,High,Yes,Yes,Low,5-9 years,Yes,Yes,0.0,0.0,0.0,0,0,1,0.0,0,0,0.1,Maize,FARM_0770,Wajir,55.61,Male,89.45,182375,No,62
Moderate,Moderate,Moderate,Yes,Yes,High,1-4 years,No,Yes,0.5,0.5,0.5,0,0,0,0.5,1,0,0.3349999999999999,Maize,FARM_0771,Busia,55.61,Male,27.33,42866,No,50
Moderate,Moderate,High,No,Yes,Low,<1 year,Yes,Yes,0.5,0.5,0.0,1,0,1,0.5,0,0,0.445,Maize,FARM_0772,Lamu,55.61,Male,79.93,194867,No,86
Low,Moderate,Moderate,Yes,Yes,Low,1-4 years,No,No,1.0,0.5,0.5,0,0,1,0.5,1,1,0.545,Beans,FARM_0773,Trans-Nzoia,137.27,Male,76.84,83214,Yes,24
High,Low,High,Yes,No,Low,1-4 years,Yes,Yes,0.0,0.0,0.0,0,1,1,0.5,0,0,0.27,Maize,FARM_0774,Turkana,55.61,Male,19.87,31171,No,70
Moderate,Low,Moderate,Yes,Yes,High,<1 year,Yes,Yes,0.5,0.0,0.5,0,0,0,0.5,0,0,0.2,Maize,FARM_0775,Nakuru,55.61,Female,9.62,12457,No,54
Low,High,Low,Yes,No,High,1-4 years,No,Yes,1.0,1.0,1.0,0,1,0,0.5,1,0,0.7100000000000001,Maize,FARM_0776,Nairobi,55.61,Male,81.97,77952,No,28
Moderate,High,High,Yes,Yes,High,>9 years,Yes,No,0.5,1.0,0.0,0,0,0,0.0,0,1,0.28,Beans,FARM_0777,Marsabit,137.27,Male,30.82,90841,No,33
Low,Low,Moderate,Yes,Yes,Low,<1 year,Yes,Yes,1.0,0.0,0.5,0,0,1,0.5,0,0,0.3899999999999999,Maize,FARM_0778,Tana River,55.61,Male,97.6,117655,No,75
High,High,Moderate,No,Yes,High,>9 years,No,No,0.0,1.0,0.5,1,0,0,0.0,1,1,0.44,Maize,FARM_0779,Kajiado,55.61,Female,22.92,39926,No,47
Low,High,High,Yes,Yes,Low,<1 year,Yes,Yes,1.0,1.0,0.0,0,0,1,0.5,0,0,0.4899999999999999,Maize,FARM_0780,Makueni,55.61,Female,7.24,17980,No,33
Moderate,High,Low,Yes,Yes,High,>9 years,Yes,No,0.5,1.0,1.0,0,0,0,0.0,0,1,0.42,Beans,FARM_0781,Migori,137.27,Male,72.7,79852,No,23
Low,High,Moderate,No,Yes,High,5-9 years,No,Yes,1.0,1.0,0.5,1,0,0,0.0,1,0,0.6000000000000001,Maize,FARM_0782,Murang'a,55.61,Male,97.6,250000,Yes,43
High,Moderate,Moderate,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,0.5,0,0,0,0.0,1,0,0.205,Maize,FARM_0783,Murang'a,55.61,Male,7.83,8394,No,43
Moderate,Moderate,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.5,0,0,0.285,Maize,FARM_0784,Kajiado,55.61,Male,8.42,11232,No,50
High,Moderate,High,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.5,0.0,0,0,0,0.0,0,0,0.085,Beans,FARM_0785,Elgeyo-Marakwet,137.27,Male,7.3,13470,No,79
Low,Moderate,High,Yes,Yes,Low,<1 year,Yes,Yes,1.0,0.5,0.0,0,0,1,0.5,0,0,0.4049999999999999,Beans,FARM_0786,Garissa,137.27,Male,69.14,52846,No,36
High,High,High,Yes,Yes,High,5-9 years,Yes,Yes,0.0,1.0,0.0,0,0,0,0.0,0,0,0.17,Beans,FARM_0787,Nairobi,137.27,Female,19.1,16074,No,54
Moderate,Low,High,Yes,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.0,0,0,0,0.0,0,0,0.09,Maize,FARM_0788,Mandera,55.61,Male,81.09,221384,No,84
Moderate,Moderate,Moderate,No,Yes,High,1-4 years,No,Yes,0.5,0.5,0.5,1,0,0,0.5,1,0,0.4649999999999999,Maize,FARM_0789,Kericho,55.61,Female,10.68,18959,No,45
Moderate,Low,High,Yes,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.0,0,0,0,0.0,0,0,0.09,Maize,FARM_0790,Kwale,55.61,Male,7.77,12659,No,47
Low,High,Moderate,Yes,Yes,High,>9 years,Yes,Yes,1.0,1.0,0.5,0,0,0,0.0,0,0,0.42,Maize,FARM_0791,West Pokot,55.61,Male,6.64,14141,No,22
High,Low,High,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.0,0.0,0,0,1,0.0,0,0,0.1,Maize,FARM_0792,Kisumu,55.61,Male,80.12,147747,No,63
